employee_id,name,email,designation,age,length_of_service,is_promoted,no_of_trainings,avg_training_score
9683,Noah Brown,noah_brown101@gmail.com,Technology,31,5,0,10,85.0
1397,Harry Moore,harry_moore265@gmail.com,Sales & Marketing,49,21,0,10,49.0
59154,Quincy Johnson,quincy_johnson278@gmail.com,Operations,40,2,0,10,
42285,Karen Brooks,karen_brooks138@gmail.com,Analytics,29,4,0,10,88.0
3250,Harry Morgan,harry_morgan886@gmail.com,Sales & Marketing,32,3,0,10,49.0
5107,Olivia Martinez,olivia_martinez274@gmail.com,Finance,36,5,0,10,55.0
71230,Victor Johnson,victor_johnson661@gmail.com,Operations,24,1,0,10,60.0
55884,Liam Green,liam_green475@gmail.com,Operations,34,7,0,10,62.0
49880,Olivia Brown,olivia_brown905@gmail.com,HR,27,1,0,10,
63104,Noah Carter,noah_carter574@gmail.com,HR,30,6,0,10,
12931,Isabella Smith,isabella_smith535@gmail.com,Legal,31,2,0,10,60.0
27654,Harry Moore,harry_moore463@gmail.com,Technology,50,5,0,10,81.0
39523,Mia Johnson,mia_johnson500@gmail.com,Finance,29,3,0,10,65.0
68245,Catherine Carter,catherine_carter866@gmail.com,Technology,37,7,0,10,81.0
27346,Karen Lee,karen_lee744@gmail.com,Operations,44,10,0,10,60.0
44173,Jack Johnson,jack_johnson690@gmail.com,Operations,32,5,0,10,60.0
56266,Eva Morgan,eva_morgan423@gmail.com,Finance,33,3,0,10,58.0
72660,Yvonne Perez,yvonne_perez548@gmail.com,Analytics,31,4,0,10,85.0
43977,Sam Thompson,sam_thompson766@gmail.com,Technology,29,5,0,10,83.0
18664,Frank Edwards,frank_edwards285@gmail.com,R&D,24,2,0,10,81.0
64853,David Davis,david_davis743@gmail.com,Sales & Marketing,31,2,0,10,51.0
34871,Tina Cooper,tina_cooper79@gmail.com,Sales & Marketing,34,8,0,10,49.0
48072,Grace Hill,grace_hill823@gmail.com,Technology,48,15,0,10,83.0
69286,Wendy Kelly,wendy_kelly817@gmail.com,Finance,27,4,1,10,58.0
14190,Karen Johnson,karen_johnson668@gmail.com,Sales & Marketing,37,2,0,10,52.0
38280,Xander Wilson,xander_wilson106@gmail.com,Analytics,26,3,1,10,88.0
8054,Harry Brown,harry_brown476@gmail.com,Sales & Marketing,38,7,0,10,48.0
53468,Harry Martinez,harry_martinez950@gmail.com,Sales & Marketing,28,7,0,10,52.0
17999,Jack Green,jack_green698@gmail.com,Operations,30,6,0,10,60.0
58175,Eva Brown,eva_brown339@gmail.com,Operations,47,4,0,10,59.0
45582,Alice White,alice_white588@gmail.com,Technology,30,3,0,10,76.0
47322,Frank Kelly,frank_kelly592@gmail.com,Sales & Marketing,32,5,0,10,46.0
70122,Karen Kelly,karen_kelly895@gmail.com,Sales & Marketing,31,4,0,10,51.0
9746,Alice Moore,alice_moore894@gmail.com,Technology,38,10,0,10,81.0
41510,Uma Thompson,uma_thompson107@gmail.com,Procurement,47,5,0,10,72.0
27255,Victor Harris,victor_harris281@gmail.com,Technology,44,11,0,10,86.0
23089,Liam Wood,liam_wood478@gmail.com,Sales & Marketing,34,10,0,10,47.0
73444,Tina Lee,tina_lee623@gmail.com,Sales & Marketing,39,10,0,10,51.0
45987,Wendy Carter,wendy_carter895@gmail.com,Operations,41,6,0,10,56.0
24861,Uma Lee,uma_lee873@gmail.com,Finance,36,4,0,10,58.0
51257,Eva Wilson,eva_wilson447@gmail.com,Operations,35,3,0,10,56.0
40624,Jack Smith,jack_smith235@gmail.com,HR,22,2,1,10,47.0
61240,Uma Davis,uma_davis527@gmail.com,Sales & Marketing,32,4,0,10,50.0
7344,Alice Brooks,alice_brooks515@gmail.com,Operations,34,7,0,10,63.0
29317,Catherine Wood,catherine_wood78@gmail.com,Operations,37,10,1,10,76.0
31755,Alice Walker,alice_walker662@gmail.com,Finance,26,3,0,10,59.0
43790,David Phillips,david_phillips315@gmail.com,Procurement,26,3,0,10,69.0
72998,Paul Kelly,paul_kelly176@gmail.com,Operations,32,8,0,10,56.0
50047,Rachel Green,rachel_green398@gmail.com,Sales & Marketing,29,5,0,10,56.0
75924,Xander Evans,xander_evans711@gmail.com,Technology,34,9,0,10,80.0
57124,Noah Martinez,noah_martinez164@gmail.com,Procurement,29,3,0,10,69.0
36817,Karen Moore,karen_moore3@gmail.com,Operations,39,7,1,10,56.0
63937,Yvonne Harris,yvonne_harris972@gmail.com,Sales & Marketing,44,4,0,10,51.0
62175,Bob Morgan,bob_morgan150@gmail.com,Sales & Marketing,51,7,0,10,47.0
69896,Catherine Evans,catherine_evans799@gmail.com,Sales & Marketing,27,1,0,10,48.0
26225,Rachel Harris,rachel_harris446@gmail.com,Analytics,28,4,0,10,88.0
39660,Xander Davis,xander_davis862@gmail.com,Sales & Marketing,30,5,0,10,48.0
4246,Grace Martinez,grace_martinez11@gmail.com,Sales & Marketing,36,10,0,10,44.0
48323,Sam Moore,sam_moore258@gmail.com,Sales & Marketing,35,7,0,10,53.0
3913,Paul Davis,paul_davis147@gmail.com,Operations,36,7,1,10,57.0
63708,Tina Perez,tina_perez123@gmail.com,HR,38,6,0,10,48.0
27165,Victor Phillips,victor_phillips247@gmail.com,Procurement,33,7,0,10,68.0
71932,Zach Walker,zach_walker232@gmail.com,Finance,29,1,0,10,54.0
2298,Zach Wood,zach_wood533@gmail.com,HR,35,4,0,10,47.0
68674,Tina Carter,tina_carter959@gmail.com,Sales & Marketing,27,4,0,10,48.0
58468,Noah Thompson,noah_thompson986@gmail.com,Sales & Marketing,26,1,0,10,53.0
32316,Jack Harris,jack_harris959@gmail.com,Technology,31,3,0,10,79.0
74745,Uma Thompson,uma_thompson611@gmail.com,Finance,30,8,0,10,64.0
3865,Harry Evans,harry_evans590@gmail.com,Analytics,33,3,0,10,86.0
190,Frank Johnson,frank_johnson6@gmail.com,Technology,32,5,0,10,79.0
46939,Uma Evans,uma_evans769@gmail.com,Procurement,28,2,0,10,72.0
48843,Victor Morgan,victor_morgan434@gmail.com,Technology,26,4,0,10,79.0
3056,Catherine Walker,catherine_walker880@gmail.com,Procurement,42,4,0,10,71.0
52884,Uma Smith,uma_smith450@gmail.com,Operations,36,8,0,10,58.0
16338,Yvonne Evans,yvonne_evans789@gmail.com,Legal,48,6,0,10,58.0
47158,Olivia Cooper,olivia_cooper795@gmail.com,Operations,37,3,0,10,63.0
59241,Catherine Wood,catherine_wood470@gmail.com,Sales & Marketing,27,1,0,10,52.0
49328,Yvonne Carter,yvonne_carter128@gmail.com,Operations,40,3,0,10,
27126,Paul Baker,paul_baker995@gmail.com,Technology,29,3,0,10,78.0
37628,Karen Thompson,karen_thompson790@gmail.com,Sales & Marketing,35,5,0,10,50.0
56356,Paul Kelly,paul_kelly289@gmail.com,Technology,50,3,0,10,80.0
51578,Alice White,alice_white642@gmail.com,Legal,31,3,0,10,62.0
18198,Tina Brooks,tina_brooks311@gmail.com,Operations,44,14,0,10,
39791,Isabella Smith,isabella_smith349@gmail.com,Sales & Marketing,35,4,0,10,49.0
1111,Eva Brooks,eva_brooks781@gmail.com,Technology,32,3,0,10,77.0
40446,Grace Walker,grace_walker465@gmail.com,Operations,35,3,0,10,64.0
23095,Victor White,victor_white110@gmail.com,R&D,40,10,0,10,88.0
40475,Alice Morgan,alice_morgan463@gmail.com,Operations,54,4,0,10,62.0
10057,Xander Hill,xander_hill596@gmail.com,Sales & Marketing,27,4,0,10,48.0
42464,Sam Harris,sam_harris770@gmail.com,Analytics,28,1,0,10,85.0
63201,Tina Evans,tina_evans995@gmail.com,Analytics,29,1,0,10,85.0
43395,Paul Moore,paul_moore396@gmail.com,Procurement,25,2,0,10,66.0
51907,Isabella Taylor,isabella_taylor539@gmail.com,Sales & Marketing,56,3,0,10,52.0
40095,Olivia Kelly,olivia_kelly247@gmail.com,Operations,36,9,0,10,63.0
45203,Wendy Perez,wendy_perez655@gmail.com,Procurement,24,2,0,10,73.0
64580,Yvonne Morgan,yvonne_morgan612@gmail.com,Sales & Marketing,27,4,0,10,53.0
68252,Harry Evans,harry_evans426@gmail.com,Procurement,35,9,0,10,69.0
49057,Catherine Hill,catherine_hill871@gmail.com,Technology,22,1,0,10,79.0
29009,Grace Taylor,grace_taylor755@gmail.com,Technology,28,4,0,10,78.0
7460,Yvonne Moore,yvonne_moore188@gmail.com,Operations,51,14,0,10,
67261,Grace Martinez,grace_martinez430@gmail.com,HR,25,1,0,10,51.0
56688,Alice Davis,alice_davis895@gmail.com,Operations,33,10,0,10,60.0
32004,Liam Morgan,liam_morgan678@gmail.com,Operations,27,3,0,10,
47697,Bob Johnson,bob_johnson871@gmail.com,Procurement,39,3,0,10,72.0
2211,Quincy Baker,quincy_baker461@gmail.com,Sales & Marketing,29,7,0,10,56.0
47636,Olivia Edwards,olivia_edwards32@gmail.com,Technology,31,6,0,10,80.0
6871,Wendy Thompson,wendy_thompson60@gmail.com,Analytics,31,3,0,10,81.0
46334,Mia White,mia_white953@gmail.com,Operations,31,4,0,10,62.0
23263,Zach Carter,zach_carter6@gmail.com,Operations,40,5,0,10,56.0
38929,Isabella Davis,isabella_davis23@gmail.com,Analytics,29,4,0,10,80.0
5256,Bob Lee,bob_lee565@gmail.com,Analytics,42,7,0,10,82.0
35821,Yvonne Wood,yvonne_wood13@gmail.com,Sales & Marketing,45,16,0,10,51.0
13463,Catherine Smith,catherine_smith665@gmail.com,Technology,33,7,0,10,79.0
28702,Liam Walker,liam_walker124@gmail.com,Analytics,29,7,0,10,80.0
72556,Karen Smith,karen_smith535@gmail.com,Sales & Marketing,33,6,0,10,46.0
11829,Tina Brown,tina_brown253@gmail.com,Sales & Marketing,29,5,0,10,47.0
75282,Tina Martinez,tina_martinez445@gmail.com,Analytics,27,5,1,10,82.0
3283,Olivia Edwards,olivia_edwards502@gmail.com,Procurement,45,3,0,10,66.0
16481,Alice Harris,alice_harris999@gmail.com,Sales & Marketing,37,4,0,10,50.0
34499,Victor Moore,victor_moore473@gmail.com,Sales & Marketing,41,7,0,10,48.0
76982,Zach Cooper,zach_cooper803@gmail.com,Sales & Marketing,38,7,0,10,48.0
58135,Catherine Baker,catherine_baker958@gmail.com,Analytics,30,4,0,10,91.0
73235,Isabella Green,isabella_green9@gmail.com,HR,35,7,0,10,52.0
23377,Uma Taylor,uma_taylor368@gmail.com,Operations,39,11,1,10,64.0
5573,Wendy Evans,wendy_evans346@gmail.com,R&D,32,5,0,10,85.0
48716,Bob Baker,bob_baker862@gmail.com,Analytics,33,9,0,10,82.0
66644,Eva Hill,eva_hill503@gmail.com,Procurement,27,3,0,10,66.0
1552,Eva Brown,eva_brown354@gmail.com,HR,32,9,0,10,52.0
46824,Bob Brown,bob_brown658@gmail.com,Finance,27,1,0,10,57.0
13167,Eva Davis,eva_davis362@gmail.com,Operations,40,7,0,10,55.0
35272,Eva Moore,eva_moore755@gmail.com,Sales & Marketing,32,6,0,10,47.0
66947,Harry Kelly,harry_kelly704@gmail.com,Sales & Marketing,36,8,0,10,50.0
65244,Catherine Brooks,catherine_brooks161@gmail.com,Analytics,29,1,0,10,83.0
11489,Tina Perez,tina_perez72@gmail.com,Sales & Marketing,30,2,0,10,49.0
75838,Paul Johnson,paul_johnson557@gmail.com,Analytics,38,7,0,10,86.0
40936,Zach Evans,zach_evans103@gmail.com,Sales & Marketing,28,6,0,10,51.0
68728,Mia Cooper,mia_cooper681@gmail.com,Technology,31,7,0,10,77.0
33911,Karen Moore,karen_moore391@gmail.com,Analytics,34,8,0,10,82.0
60211,Mia Green,mia_green290@gmail.com,Sales & Marketing,22,2,0,10,51.0
52438,Quincy Edwards,quincy_edwards869@gmail.com,Sales & Marketing,39,5,0,10,51.0
75713,Liam Perez,liam_perez452@gmail.com,Technology,26,1,0,10,79.0
13702,Mia Johnson,mia_johnson845@gmail.com,Sales & Marketing,28,1,0,10,49.0
71373,Alice Baker,alice_baker812@gmail.com,Sales & Marketing,34,10,0,10,47.0
20265,Bob Cooper,bob_cooper713@gmail.com,HR,27,3,0,10,48.0
56033,Alice Davis,alice_davis412@gmail.com,Finance,34,7,0,10,56.0
62255,Karen Taylor,karen_taylor970@gmail.com,Analytics,36,7,0,10,87.0
33909,Victor Morgan,victor_morgan701@gmail.com,Procurement,55,22,0,10,66.0
59735,Eva Edwards,eva_edwards97@gmail.com,Technology,34,5,0,10,80.0
24142,Liam Wood,liam_wood422@gmail.com,Procurement,33,7,0,10,69.0
44906,Catherine Hill,catherine_hill669@gmail.com,Procurement,35,4,1,10,82.0
39394,Isabella Carter,isabella_carter74@gmail.com,Operations,41,14,0,10,
22767,Bob Green,bob_green677@gmail.com,HR,31,7,1,10,51.0
11039,Rachel Moore,rachel_moore938@gmail.com,Sales & Marketing,39,7,0,10,51.0
42236,Zach Wilson,zach_wilson333@gmail.com,R&D,36,5,0,10,85.0
36811,Eva Moore,eva_moore51@gmail.com,Sales & Marketing,32,7,0,10,57.0
5546,Zach Perez,zach_perez331@gmail.com,Sales & Marketing,29,5,0,10,46.0
28723,Wendy Harris,wendy_harris561@gmail.com,Sales & Marketing,40,2,1,10,54.0
69112,Sam Perez,sam_perez930@gmail.com,Operations,40,14,0,10,59.0
59140,Uma Carter,uma_carter675@gmail.com,Technology,24,1,0,10,78.0
21264,Jack Martinez,jack_martinez102@gmail.com,Operations,40,14,0,10,
56170,Karen Kelly,karen_kelly788@gmail.com,Finance,33,3,0,10,62.0
14376,Harry Carter,harry_carter271@gmail.com,R&D,31,5,1,10,82.0
27389,Catherine Hill,catherine_hill272@gmail.com,HR,45,5,0,10,51.0
54936,Tina Johnson,tina_johnson918@gmail.com,Procurement,33,7,0,10,70.0
46225,David Wood,david_wood857@gmail.com,Sales & Marketing,32,7,0,10,48.0
73150,Tina Green,tina_green278@gmail.com,Operations,38,5,0,10,65.0
68171,Uma Cooper,uma_cooper937@gmail.com,Analytics,30,5,0,10,83.0
61995,Liam Smith,liam_smith934@gmail.com,Finance,27,2,0,10,60.0
75534,Uma Brooks,uma_brooks264@gmail.com,Sales & Marketing,31,6,0,10,52.0
74370,Yvonne Evans,yvonne_evans473@gmail.com,Sales & Marketing,48,9,0,10,49.0
10647,Harry Baker,harry_baker305@gmail.com,Technology,28,5,0,10,84.0
37195,Liam Martinez,liam_martinez28@gmail.com,Procurement,33,4,0,10,67.0
22153,Bob Baker,bob_baker92@gmail.com,Procurement,28,4,0,10,63.0
56815,Victor Taylor,victor_taylor260@gmail.com,Technology,30,4,0,10,83.0
68239,Sam Taylor,sam_taylor90@gmail.com,Analytics,33,3,0,10,83.0
52870,Tina Johnson,tina_johnson475@gmail.com,Sales & Marketing,36,5,0,10,52.0
66640,Isabella Wilson,isabella_wilson461@gmail.com,Operations,32,4,0,10,60.0
55618,Uma Brooks,uma_brooks619@gmail.com,HR,31,3,0,10,51.0
68199,Uma Evans,uma_evans960@gmail.com,HR,33,8,0,10,48.0
49640,Alice Walker,alice_walker584@gmail.com,Technology,37,2,0,10,80.0
29431,Jack Morgan,jack_morgan237@gmail.com,Operations,36,8,0,10,63.0
62802,Karen Carter,karen_carter595@gmail.com,Sales & Marketing,30,3,0,10,49.0
35862,Harry Morgan,harry_morgan304@gmail.com,Sales & Marketing,41,1,0,10,48.0
45083,Catherine Thompson,catherine_thompson300@gmail.com,Technology,56,16,0,10,82.0
48083,Alice Phillips,alice_phillips389@gmail.com,Sales & Marketing,51,16,0,10,54.0
6836,Jack Brown,jack_brown615@gmail.com,Procurement,29,4,0,10,68.0
23418,Jack Harris,jack_harris73@gmail.com,Operations,40,5,1,10,52.0
9909,Grace Wilson,grace_wilson736@gmail.com,Operations,29,2,0,10,59.0
69205,Jack Harris,jack_harris123@gmail.com,Analytics,28,1,0,10,84.0
29802,Liam Lee,liam_lee388@gmail.com,Procurement,33,7,0,10,69.0
14661,Sam Green,sam_green746@gmail.com,Sales & Marketing,26,2,0,10,48.0
571,Liam Perez,liam_perez333@gmail.com,Sales & Marketing,26,1,0,10,53.0
56312,Catherine Wilson,catherine_wilson534@gmail.com,Procurement,23,2,0,10,72.0
37585,Sam White,sam_white99@gmail.com,Procurement,33,5,0,10,68.0
50099,Quincy Perez,quincy_perez64@gmail.com,Operations,55,10,0,10,57.0
26750,Catherine Johnson,catherine_johnson288@gmail.com,Finance,26,2,0,10,60.0
63473,Isabella White,isabella_white995@gmail.com,Sales & Marketing,35,4,0,10,48.0
24143,Harry Phillips,harry_phillips229@gmail.com,Sales & Marketing,38,3,0,10,51.0
60757,Catherine Walker,catherine_walker517@gmail.com,Legal,31,1,0,10,63.0
29760,Victor Kelly,victor_kelly308@gmail.com,Procurement,47,12,0,10,68.0
72552,Mia Green,mia_green123@gmail.com,R&D,28,1,0,10,85.0
26378,Alice Moore,alice_moore531@gmail.com,Sales & Marketing,32,7,1,10,65.0
1000,Tina Smith,tina_smith509@gmail.com,Technology,39,10,0,10,79.0
41545,Xander Wilson,xander_wilson849@gmail.com,Operations,25,2,0,10,60.0
5054,Yvonne Morgan,yvonne_morgan41@gmail.com,Technology,34,5,0,10,76.0
25556,Zach Wood,zach_wood260@gmail.com,Sales & Marketing,28,2,1,10,59.0
61529,Alice Davis,alice_davis141@gmail.com,Procurement,28,2,0,10,65.0
20225,Zach Perez,zach_perez814@gmail.com,Sales & Marketing,30,5,0,10,47.0
19972,Harry Davis,harry_davis371@gmail.com,Sales & Marketing,21,2,0,10,46.0
74197,Karen Perez,karen_perez690@gmail.com,Procurement,33,7,0,10,67.0
35377,Xander Johnson,xander_johnson485@gmail.com,Operations,42,5,1,10,62.0
78206,Alice Smith,alice_smith275@gmail.com,Operations,39,3,1,10,55.0
9328,Karen Phillips,karen_phillips912@gmail.com,Operations,40,7,0,10,55.0
5119,Frank Morgan,frank_morgan792@gmail.com,Sales & Marketing,38,4,0,10,48.0
60840,Zach Evans,zach_evans573@gmail.com,Technology,24,3,0,10,78.0
15301,Mia Brown,mia_brown718@gmail.com,HR,39,8,0,10,50.0
75189,Eva Wood,eva_wood543@gmail.com,Operations,42,6,0,10,59.0
29143,Quincy Johnson,quincy_johnson392@gmail.com,Technology,40,5,0,10,82.0
28390,Zach Kelly,zach_kelly265@gmail.com,Finance,33,10,0,10,69.0
62145,Catherine Martinez,catherine_martinez577@gmail.com,R&D,41,11,0,10,86.0
51602,Grace Cooper,grace_cooper982@gmail.com,Operations,34,5,0,10,60.0
47987,Rachel Wilson,rachel_wilson75@gmail.com,Procurement,34,7,1,10,71.0
56430,Victor Brooks,victor_brooks327@gmail.com,Procurement,37,8,0,10,70.0
24493,Frank Martinez,frank_martinez554@gmail.com,Operations,27,3,0,10,62.0
13705,Wendy Green,wendy_green31@gmail.com,Sales & Marketing,43,14,0,10,50.0
24350,Wendy Thompson,wendy_thompson817@gmail.com,Procurement,28,2,0,10,66.0
40794,Paul Baker,paul_baker241@gmail.com,Operations,29,4,0,10,62.0
8163,Victor Wood,victor_wood709@gmail.com,Operations,36,4,1,10,63.0
3764,David Hill,david_hill506@gmail.com,Operations,39,4,0,10,59.0
32355,Karen Morgan,karen_morgan69@gmail.com,Technology,27,4,0,10,79.0
5440,Harry Baker,harry_baker431@gmail.com,Sales & Marketing,30,3,0,10,58.0
39771,Paul Walker,paul_walker718@gmail.com,HR,34,9,0,10,53.0
31344,Xander Harris,xander_harris58@gmail.com,Procurement,35,6,1,10,70.0
51230,Isabella Moore,isabella_moore308@gmail.com,Sales & Marketing,30,5,0,10,50.0
478,Xander Martinez,xander_martinez406@gmail.com,Analytics,46,6,0,10,88.0
24451,Yvonne Smith,yvonne_smith957@gmail.com,Procurement,34,4,0,10,72.0
9393,Uma Davis,uma_davis145@gmail.com,Analytics,32,9,0,10,87.0
26208,Olivia Carter,olivia_carter514@gmail.com,Technology,31,7,0,10,77.0
56225,Catherine White,catherine_white951@gmail.com,HR,37,3,0,10,48.0
25213,Rachel Baker,rachel_baker836@gmail.com,Sales & Marketing,33,6,0,10,46.0
20060,Rachel Phillips,rachel_phillips413@gmail.com,Operations,32,1,0,10,
40148,Zach Brown,zach_brown456@gmail.com,Operations,24,2,0,10,65.0
11236,Zach Johnson,zach_johnson683@gmail.com,Sales & Marketing,49,4,0,10,48.0
72891,Wendy Carter,wendy_carter607@gmail.com,Sales & Marketing,30,4,0,10,50.0
3667,Olivia Edwards,olivia_edwards315@gmail.com,Operations,51,9,0,10,56.0
35309,Yvonne Brooks,yvonne_brooks50@gmail.com,Procurement,41,2,1,10,78.0
59016,Alice Smith,alice_smith917@gmail.com,Operations,29,2,0,10,59.0
43625,David Green,david_green662@gmail.com,Sales & Marketing,28,1,0,10,44.0
48307,Catherine White,catherine_white80@gmail.com,Analytics,27,6,0,10,87.0
19359,Alice Johnson,alice_johnson650@gmail.com,Procurement,53,3,0,10,69.0
29786,Tina Hill,tina_hill697@gmail.com,Sales & Marketing,35,5,0,10,47.0
53672,David Davis,david_davis489@gmail.com,Technology,32,4,0,10,79.0
77809,Eva Kelly,eva_kelly989@gmail.com,Procurement,32,5,0,10,73.0
5504,Rachel Wood,rachel_wood256@gmail.com,HR,40,9,0,10,
871,Victor Baker,victor_baker430@gmail.com,Sales & Marketing,42,7,0,10,46.0
8146,Xander Wood,xander_wood871@gmail.com,HR,27,4,0,10,53.0
8215,Noah Phillips,noah_phillips833@gmail.com,Sales & Marketing,28,1,1,10,
62767,Eva Taylor,eva_taylor187@gmail.com,Procurement,30,3,0,10,71.0
270,Noah Wilson,noah_wilson320@gmail.com,R&D,39,6,0,10,83.0
50827,Sam Johnson,sam_johnson829@gmail.com,Analytics,33,7,0,10,89.0
17985,Frank Phillips,frank_phillips174@gmail.com,Technology,25,1,0,10,77.0
45484,Isabella Green,isabella_green214@gmail.com,Sales & Marketing,50,4,0,10,50.0
32737,Xander Smith,xander_smith738@gmail.com,Operations,30,5,0,10,56.0
68251,Karen White,karen_white215@gmail.com,Sales & Marketing,32,5,0,10,48.0
25507,Mia Cooper,mia_cooper222@gmail.com,Sales & Marketing,39,5,0,10,54.0
17363,Mia Baker,mia_baker563@gmail.com,Operations,27,1,0,10,55.0
19307,Victor Carter,victor_carter601@gmail.com,Analytics,38,7,0,10,85.0
56565,Sam Kelly,sam_kelly952@gmail.com,Operations,33,4,0,10,57.0
23159,Yvonne Harris,yvonne_harris557@gmail.com,Sales & Marketing,31,4,0,10,52.0
41433,Xander Brown,xander_brown167@gmail.com,Analytics,29,2,0,10,85.0
9222,Yvonne Wilson,yvonne_wilson721@gmail.com,Operations,40,6,1,10,
76787,Sam Thompson,sam_thompson556@gmail.com,Procurement,31,5,0,10,72.0
63886,Wendy Taylor,wendy_taylor690@gmail.com,Sales & Marketing,23,2,0,10,51.0
2335,Rachel Smith,rachel_smith861@gmail.com,Operations,26,1,0,10,57.0
19653,Paul Moore,paul_moore955@gmail.com,Finance,30,4,0,10,59.0
2606,Quincy Moore,quincy_moore129@gmail.com,Technology,24,1,0,10,81.0
28526,Grace Walker,grace_walker492@gmail.com,Operations,40,13,0,10,64.0
63548,Sam Brooks,sam_brooks909@gmail.com,Sales & Marketing,33,5,0,10,46.0
12639,Karen Kelly,karen_kelly989@gmail.com,Procurement,38,7,0,10,72.0
21057,Alice Wilson,alice_wilson435@gmail.com,Analytics,40,5,0,10,88.0
42483,Zach Brooks,zach_brooks191@gmail.com,Finance,25,1,0,10,58.0
68003,Sam Green,sam_green12@gmail.com,Procurement,49,7,0,10,70.0
34737,Olivia Phillips,olivia_phillips219@gmail.com,Procurement,59,31,0,10,69.0
76845,Paul Carter,paul_carter25@gmail.com,HR,30,8,0,10,53.0
73793,Wendy Carter,wendy_carter953@gmail.com,Procurement,34,6,0,10,67.0
12018,Wendy Cooper,wendy_cooper120@gmail.com,Sales & Marketing,44,13,0,10,49.0
56285,Uma Perez,uma_perez448@gmail.com,Sales & Marketing,33,6,0,10,54.0
21904,Isabella Thompson,isabella_thompson346@gmail.com,Sales & Marketing,32,3,0,10,51.0
29249,Isabella Cooper,isabella_cooper199@gmail.com,Technology,36,3,0,10,80.0
13169,Isabella Davis,isabella_davis726@gmail.com,Sales & Marketing,35,8,0,10,51.0
12552,Liam Evans,liam_evans904@gmail.com,Procurement,50,14,0,10,72.0
48799,Rachel Cooper,rachel_cooper612@gmail.com,Analytics,35,9,0,10,91.0
11975,Isabella White,isabella_white296@gmail.com,Procurement,40,4,0,10,71.0
55374,Sam Lee,sam_lee524@gmail.com,Sales & Marketing,28,3,0,10,48.0
9125,Bob Hill,bob_hill762@gmail.com,HR,35,5,1,10,46.0
53923,Rachel Morgan,rachel_morgan862@gmail.com,Sales & Marketing,29,3,0,10,44.0
9027,Liam Edwards,liam_edwards370@gmail.com,Finance,43,6,0,10,62.0
10467,Alice Edwards,alice_edwards952@gmail.com,HR,41,5,0,10,55.0
62606,Jack Walker,jack_walker184@gmail.com,Sales & Marketing,26,2,0,10,54.0
860,Uma White,uma_white66@gmail.com,Sales & Marketing,34,4,0,10,50.0
9244,Zach Johnson,zach_johnson547@gmail.com,Legal,30,2,0,10,64.0
44756,Yvonne Walker,yvonne_walker583@gmail.com,Analytics,38,3,0,10,87.0
28998,Zach Kelly,zach_kelly973@gmail.com,Sales & Marketing,32,9,0,10,
51100,Xander Edwards,xander_edwards456@gmail.com,Sales & Marketing,36,3,0,10,52.0
59173,Wendy Johnson,wendy_johnson782@gmail.com,Analytics,33,3,0,10,84.0
52596,Uma Phillips,uma_phillips394@gmail.com,Technology,44,6,0,10,81.0
70465,Rachel Cooper,rachel_cooper192@gmail.com,Procurement,53,8,0,10,70.0
59066,Liam Wilson,liam_wilson435@gmail.com,Operations,35,10,0,10,
67659,Rachel White,rachel_white429@gmail.com,Technology,35,3,0,10,84.0
31464,Jack Hill,jack_hill833@gmail.com,Operations,43,12,0,10,
19343,Olivia Smith,olivia_smith172@gmail.com,Sales & Marketing,35,2,0,10,48.0
51353,Catherine Cooper,catherine_cooper905@gmail.com,Analytics,45,3,0,10,90.0
30165,Zach Taylor,zach_taylor866@gmail.com,Sales & Marketing,39,3,0,10,56.0
59656,Victor Cooper,victor_cooper73@gmail.com,Sales & Marketing,49,4,1,10,49.0
8248,Zach Walker,zach_walker326@gmail.com,Technology,48,24,0,10,79.0
17538,Sam Edwards,sam_edwards647@gmail.com,Sales & Marketing,30,4,0,10,50.0
5441,Yvonne Edwards,yvonne_edwards300@gmail.com,Technology,31,3,1,10,78.0
50831,Harry Evans,harry_evans46@gmail.com,Technology,44,5,0,10,83.0
48619,Bob White,bob_white735@gmail.com,R&D,35,6,0,10,80.0
18028,Bob Wood,bob_wood758@gmail.com,Procurement,42,11,0,10,70.0
35004,Uma Moore,uma_moore629@gmail.com,Procurement,36,8,0,10,69.0
76372,Rachel Morgan,rachel_morgan631@gmail.com,Sales & Marketing,52,19,0,10,48.0
25719,Victor Harris,victor_harris178@gmail.com,Legal,37,9,0,10,60.0
38666,David Edwards,david_edwards624@gmail.com,Technology,32,3,0,10,77.0
51745,Alice Green,alice_green871@gmail.com,Finance,30,3,0,10,64.0
47034,Liam Perez,liam_perez67@gmail.com,Procurement,37,3,1,10,67.0
12080,Jack Davis,jack_davis854@gmail.com,Procurement,26,4,0,10,71.0
36633,Sam Walker,sam_walker796@gmail.com,Technology,26,2,0,10,84.0
880,David Harris,david_harris496@gmail.com,Finance,34,5,0,10,56.0
54871,Wendy Hill,wendy_hill660@gmail.com,Sales & Marketing,23,2,0,10,48.0
39175,Mia White,mia_white462@gmail.com,Technology,25,4,0,10,75.0
25506,Olivia Green,olivia_green652@gmail.com,Operations,27,4,0,10,
78030,Paul Wood,paul_wood687@gmail.com,Sales & Marketing,32,7,0,10,
20483,Sam Walker,sam_walker995@gmail.com,Sales & Marketing,40,10,0,10,47.0
43377,Zach Evans,zach_evans933@gmail.com,Operations,33,6,0,10,
